"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/0f06d731-3bf0-4fce-8551-90217f1fde7f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","775","NeZaK_","244830525","145890","6339","1678","429210","142818","6112281","true","false","Italian","NeZaK_"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b00b7446-f7f6-415b-8c20-42c894497717-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","776","Crystalst","244016280","212520","17772","1148","171731","152425","4798410","true","false","English","Crystalst"
"https://static-cdn.jtvnw.net/jtv_user_pictures/186101a8-6307-4bed-aafd-183cc0cef0b9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","777","BTSBrasilFPS","243272910","54615","106631","4454","269287","94237","4341667","true","false","Portuguese","BTSBrasilFPS"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c17b93f8-a37b-4f40-98c0-aac841c1e414-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","778","Silithur","243231900","114225","38176","2129","503269","196385","9073550","true","false","Spanish","Silithur"
"https://static-cdn.jtvnw.net/jtv_user_pictures/wtf_winds123-profile_image-62affdfedced2f66-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","779","大丸 (wtf_winds123)","243084330","96450","9263","2520","291147","26205","10797853","true","false","Chinese","大丸 (wtf_winds123)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a88771cd63552c80-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","780","선바 (sunbaking)","242965830","74880","50935","3244","322897","48857","3412486","true","false","Korean","선바 (sunbaking)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d23af2cd-5e49-4794-bb05-ff2b7589760c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","781","WorldofWarships","242919780","57840","54598","4199","249279","48934","14762510","true","false","English","WorldofWarships"
"https://static-cdn.jtvnw.net/jtv_user_pictures/41f65eb9-8826-4376-b3b4-574be1153412-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","782","Minos","242619225","160515","7684","1511","290206","78428","3862679","true","false","French","Minos"
"https://static-cdn.jtvnw.net/jtv_user_pictures/835fb20f-cfbb-44f4-bfe1-ba3ad23a8046-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","783","쉐리 (kss7749)","242328180","106245","17034","2280","183534","10860","6266789","true","false","Korean","쉐리 (kss7749)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/caedf6fd-1bb5-427a-8835-0d727ca7d12d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","784","chess24","242283225","92580","36825","2617","132010","61755","33480228","true","false","English","chess24"
